Year,Trade Flow,Reporter,exportLat,exportLong,Partner,importLat,importLong,Commodity,Qty Unit,Qty,Netweight (kg),Trade Value (US$)
2017,Import,USA,37.09024,-95.712891,Honduras,15.199999,-86.241905,"Waste, parings and scrap, of plastics",Weight in kilograms,11826042,11826042,11156829
2017,Import,USA,37.09024,-95.712891,Ecuador,-1.831239,-78.183406,"Waste, parings and scrap, of plastics",Weight in kilograms,10480481,10480481,7720988
2017,Export,USA,37.09024,-95.712891,Rep. of Korea,36.12529,127.66382,"Waste, parings and scrap, of plastics",Weight in kilograms,9158616,9158616,3399593
2017,Export,USA,37.09024,-95.712891,Spain,40.463667,-3.74922,"Waste, parings and scrap, of plastics",Weight in kilograms,8593946,8593946,4178527
2017,Import,USA,37.09024,-95.712891,Italy,41.87194,12.56738,"Waste, parings and scrap, of plastics",Weight in kilograms,8236650,8236650,4721567
2017,Import,USA,37.09024,-95.712891,Peru,-9.189967,-75.015152,"Waste, parings and scrap, of plastics",Weight in kilograms,7985866,7985866,5544555
2017,Import,USA,37.09024,-95.712891,Dominican Rep.,18.735693,-70.162651,"Waste, parings and scrap, of plastics",Weight in kilograms,7793137,7793137,5354187
2017,Import,USA,37.09024,-95.712891,Venezuela,6.42375,-66.58973,"Waste, parings and scrap, of plastics",Weight in kilograms,6230980,6230980,3483153
2017,Import,USA,37.09024,-95.712891,Nigeria,9.081999,8.675277,"Waste, parings and scrap, of plastics",Weight in kilograms,5999220,5999220,4195776
2017,Import,USA,37.09024,-95.712891,Portugal,39.399872,-8.224454,"Waste, parings and scrap, of plastics",Weight in kilograms,5676415,5676415,2563141
2017,Export,USA,37.09024,-95.712891,El Salvador,13.794185,-88.89653,"Waste, parings and scrap, of plastics",Weight in kilograms,5570555,5570555,5140691
2017,Export,USA,37.09024,-95.712891,Singapore,1.352083,103.819836,"Waste, parings and scrap, of plastics",Weight in kilograms,5177118,5177118,1734240
2017,Import,USA,37.09024,-95.712891,Belgium,50.503887,4.469936,"Waste, parings and scrap, of plastics",Weight in kilograms,4822569,4822569,2589342
2017,Import,USA,37.09024,-95.712891,Denmark,56.26392,9.501785,"Waste, parings and scrap, of plastics",Weight in kilograms,4400295,4400295,2324719
2017,Import,USA,37.09024,-95.712891,Japan,36.204824,138.252924,"Waste, parings and scrap, of plastics",Weight in kilograms,4123998,4123998,3336642
2017,Export,USA,37.09024,-95.712891,Ecuador,-1.831239,-78.183406,"Waste, parings and scrap, of plastics",Weight in kilograms,3752670,3752670,1272322
2017,Export,USA,37.09024,-95.712891,Colombia,4.570868,-74.297333,"Waste, parings and scrap, of plastics",Weight in kilograms,3126278,3126278,6327529
2017,Export,USA,37.09024,-95.712891,Pakistan,30.375321,69.345116,"Waste, parings and scrap, of plastics",Weight in kilograms,2778647,2778647,906497
2017,Import,USA,37.09024,-95.712891,Guatemala,15.783471,-90.230759,"Waste, parings and scrap, of plastics",Weight in kilograms,2583487,2583487,1620729
2017,Import,USA,37.09024,-95.712891,Rep. of Korea,36.12529,127.66382,"Waste, parings and scrap, of plastics",Weight in kilograms,2412823,2412823,1247142
2017,Import,USA,37.09024,-95.712891,Thailand,15.870032,100.992541,"Waste, parings and scrap, of plastics",Weight in kilograms,2388783,2388783,2943928
2017,Import,USA,37.09024,-95.712891,Viet Nam,14.058324,108.277199,"Waste, parings and scrap, of plastics",Weight in kilograms,2340114,2340114,839176
2017,Export,USA,37.09024,-95.712891,Guatemala,15.783471,-90.230759,"Waste, parings and scrap, of plastics",Weight in kilograms,2319708,2319708,1680458
2017,Export,USA,37.09024,-95.712891,Bangladesh,23.684994,90.356331,"Waste, parings and scrap, of plastics",Weight in kilograms,2287373,2287373,852809
2017,Import,USA,37.09024,-95.712891,France,46.227638,2.213749,"Waste, parings and scrap, of plastics",Weight in kilograms,2168846,2168846,827751
2017,Export,USA,37.09024,-95.712891,Australia,-25.274398,133.775136,"Waste, parings and scrap, of plastics",Weight in kilograms,2050217,2050217,5670114
2017,Import,USA,37.09024,-95.712891,Indonesia,-0.789275,113.921327,"Waste, parings and scrap, of plastics",Weight in kilograms,2014984,2014984,1554304
2017,Import,USA,37.09024,-95.712891,Poland,51.919438,19.145136,"Waste, parings and scrap, of plastics",Weight in kilograms,2001374,2001374,853859
2017,Import,USA,37.09024,-95.712891,Spain,40.463667,-3.74922,"Waste, parings and scrap, of plastics",Weight in kilograms,1869843,1869843,1742903
2017,Export,USA,37.09024,-95.712891,United Arab Emirates,23.424076,53.847818,"Waste, parings and scrap, of plastics",Weight in kilograms,1750972,1750972,776672
2017,Import,USA,37.09024,-95.712891,Brazil,-14.235004,-51.92528,"Waste, parings and scrap, of plastics",Weight in kilograms,1608694,1608694,1306426
2017,Import,USA,37.09024,-95.712891,Nicaragua,12.865416,-85.207229,"Waste, parings and scrap, of plastics",Weight in kilograms,1583454,1583454,1126792
2017,Export,USA,37.09024,-95.712891,Nigeria,9.081999,8.675277,"Waste, parings and scrap, of plastics",Weight in kilograms,1529169,1529169,706654
2017,Import,USA,37.09024,-95.712891,Netherlands,52.132633,5.291266,"Waste, parings and scrap, of plastics",Weight in kilograms,1394695,1394695,743231
2017,Export,USA,37.09024,-95.712891,Japan,36.204824,138.252924,"Waste, parings and scrap, of plastics",Weight in kilograms,1260550,1260550,1025154
2017,Export,USA,37.09024,-95.712891,Belgium,50.503887,4.469936,"Waste, parings and scrap, of plastics",Weight in kilograms,1254253,1254253,4268691
2017,Export,USA,37.09024,-95.712891,Dominican Rep.,18.735693,-70.162651,"Waste, parings and scrap, of plastics",Weight in kilograms,1251227,1251227,1926412
2017,Import,USA,37.09024,-95.712891,Costa Rica,9.748917,-83.753428,"Waste, parings and scrap, of plastics",Weight in kilograms,1118359,1118359,571282
2017,Import,USA,37.09024,-95.712891,Austria,47.516231,14.550072,"Waste, parings and scrap, of plastics",Weight in kilograms,1117384,1117384,556001
2017,Export,USA,37.09024,-95.712891,Germany,51.165691,10.451526,"Waste, parings and scrap, of plastics",Weight in kilograms,1043224,1043224,993734
2017,Import,USA,37.09024,-95.712891,Sweden,60.128161,18.643501,"Waste, parings and scrap, of plastics",Weight in kilograms,953640,953640,262748
2017,Import,USA,37.09024,-95.712891,Argentina,-38.416097,-63.616672,"Waste, parings and scrap, of plastics",Weight in kilograms,953427,953427,470270
2017,Import,USA,37.09024,-95.712891,Chile,-35.675147,-71.542969,"Waste, parings and scrap, of plastics",Weight in kilograms,939963,939963,796058
2017,Import,USA,37.09024,-95.712891,United Kingdom,55.378051,-3.435973,"Waste, parings and scrap, of plastics",Weight in kilograms,860610,860610,779877
2017,Export,USA,37.09024,-95.712891,Myanmar,21.916221,95.955974,"Waste, parings and scrap, of plastics",Weight in kilograms,852421,852421,222613
2017,Import,USA,37.09024,-95.712891,Czechia,49.817492,15.472962,"Waste, parings and scrap, of plastics",Weight in kilograms,806436,806436,880594
2017,Import,USA,37.09024,-95.712891,Romania,45.943161,24.96676,"Waste, parings and scrap, of plastics",Weight in kilograms,707500,707500,228968
2017,Export,USA,37.09024,-95.712891,Honduras,15.199999,-86.241905,"Waste, parings and scrap, of plastics",Weight in kilograms,697138,697138,656215
2017,Import,USA,37.09024,-95.712891,Malaysia,4.210484,101.975766,"Waste, parings and scrap, of plastics",Weight in kilograms,683320,683320,515226
2017,Import,USA,37.09024,-95.712891,Bolivia (Plurinational State of),-16.290154,-63.588653,"Waste, parings and scrap, of plastics",Weight in kilograms,614486,614486,499188
2017,Import,USA,37.09024,-95.712891,Panama,8.537981,-80.782127,"Waste, parings and scrap, of plastics",Weight in kilograms,583586,583586,356268
2017,Import,USA,37.09024,-95.712891,India,20.593684,78.96288,"Waste, parings and scrap, of plastics",Weight in kilograms,550083,550083,924587
2017,Import,USA,37.09024,-95.712891,Haiti,18.971187,-72.285215,"Waste, parings and scrap, of plastics",Weight in kilograms,476964,476964,440552
2017,Export,USA,37.09024,-95.712891,Chile,-35.675147,-71.542969,"Waste, parings and scrap, of plastics",Weight in kilograms,459697,459697,284588
2017,Re-Export,USA,37.09024,-95.712891,Canada,56.130366,-106.34677,"Waste, parings and scrap, of plastics",Weight in kilograms,439146,439146,474235
2017,Import,USA,37.09024,-95.712891,Greece,39.074208,21.824312,"Waste, parings and scrap, of plastics",Weight in kilograms,380360,380360,191214
2017,Export,USA,37.09024,-95.712891,United Kingdom,55.378051,-3.435973,"Waste, parings and scrap, of plastics",Weight in kilograms,348332,348332,253433
2017,Import,USA,37.09024,-95.712891,Colombia,4.570868,-74.297333,"Waste, parings and scrap, of plastics",Weight in kilograms,338194,338194,354084
2017,Export,USA,37.09024,-95.712891,Israel,31.046051,34.851612,"Waste, parings and scrap, of plastics",Weight in kilograms,321143,321143,533545
2017,Export,USA,37.09024,-95.712891,Peru,-9.189967,-75.015152,"Waste, parings and scrap, of plastics",Weight in kilograms,295417,295417,108138
2017,Export,USA,37.09024,-95.712891,Costa Rica,9.748917,-83.753428,"Waste, parings and scrap, of plastics",Weight in kilograms,281734,281734,185522
2017,Export,USA,37.09024,-95.712891,United Rep. of Tanzania,45.4256169,-75.672164,"Waste, parings and scrap, of plastics",Weight in kilograms,273935,273935,105220
2017,Import,USA,37.09024,-95.712891,Trinidad and Tobago,10.691803,-61.222503,"Waste, parings and scrap, of plastics",Weight in kilograms,256102,256102,142175
2017,Export,USA,37.09024,-95.712891,Greece,39.074208,21.824312,"Waste, parings and scrap, of plastics",Weight in kilograms,244935,244935,167923
2017,Re-Export,USA,37.09024,-95.712891,Ecuador,-1.831239,-78.183406,"Waste, parings and scrap, of plastics",Weight in kilograms,240000,240000,83796
2017,Export,USA,37.09024,-95.712891,Czechia,49.817492,15.472962,"Waste, parings and scrap, of plastics",Weight in kilograms,201211,201211,728028
2017,Import,USA,37.09024,-95.712891,Ukraine,48.379433,31.1655799,"Waste, parings and scrap, of plastics",Weight in kilograms,191857,191857,78924
2017,Export,USA,37.09024,-95.712891,Switzerland,46.818188,8.227512,"Waste, parings and scrap, of plastics",Weight in kilograms,183011,183011,137902
2017,Export,USA,37.09024,-95.712891,Brazil,-14.235004,-51.92528,"Waste, parings and scrap, of plastics",Weight in kilograms,181057,181057,159715
2017,Import,USA,37.09024,-95.712891,Jamaica,18.109581,-77.297508,"Waste, parings and scrap, of plastics",Weight in kilograms,179692,179692,129779
2017,Import,USA,37.09024,-95.712891,Bangladesh,23.684994,90.356331,"Waste, parings and scrap, of plastics",Weight in kilograms,178314,178314,73130
2017,Import,USA,37.09024,-95.712891,Belize,17.189877,-88.49765,"Waste, parings and scrap, of plastics",Weight in kilograms,174583,174583,97142
2017,Import,USA,37.09024,-95.712891,Hungary,47.162494,19.5033041,"Waste, parings and scrap, of plastics",Weight in kilograms,174442,174442,79229
2017,Import,USA,37.09024,-95.712891,Slovenia,46.151241,14.995463,"Waste, parings and scrap, of plastics",Weight in kilograms,154178,154178,62424
2017,Import,USA,37.09024,-95.712891,El Salvador,13.794185,-88.89653,"Waste, parings and scrap, of plastics",Weight in kilograms,153687,153687,121924
2017,Import,USA,37.09024,-95.712891,Philippines,12.879721,121.774017,"Waste, parings and scrap, of plastics",Weight in kilograms,151966,151966,131098
2017,Re-Export,USA,37.09024,-95.712891,Viet Nam,14.058324,108.277199,"Waste, parings and scrap, of plastics",Weight in kilograms,151481,151481,48137
2017,Export,USA,37.09024,-95.712891,Austria,47.516231,14.550072,"Waste, parings and scrap, of plastics",Weight in kilograms,146726,146726,61728
2017,Import,USA,37.09024,-95.712891,Australia,-25.274398,133.775136,"Waste, parings and scrap, of plastics",Weight in kilograms,134827,134827,229036
2017,Import,USA,37.09024,-95.712891,Turkey,38.963745,35.243322,"Waste, parings and scrap, of plastics",Weight in kilograms,133380,133380,57066
2017,Export,USA,37.09024,-95.712891,Denmark,56.26392,9.501785,"Waste, parings and scrap, of plastics",Weight in kilograms,131624,131624,8397
2017,Export,USA,37.09024,-95.712891,Egypt,26.820553,30.802498,"Waste, parings and scrap, of plastics",Weight in kilograms,119317,119317,66907
2017,Export,USA,37.09024,-95.712891,Cayman Isds,19.3133,-81.2546,"Waste, parings and scrap, of plastics",Weight in kilograms,110828,110828,474984
2017,Re-Export,USA,37.09024,-95.712891,Turkey,38.963745,35.243322,"Waste, parings and scrap, of plastics",Weight in kilograms,108570,108570,42292
2017,Import,USA,37.09024,-95.712891,"China, Hong Kong SAR",22.3193039,114.169361,"Waste, parings and scrap, of plastics",Weight in kilograms,105281,105281,73172
2017,Import,USA,37.09024,-95.712891,Paraguay,-23.442503,-58.443832,"Waste, parings and scrap, of plastics",Weight in kilograms,97050,97050,33630
2017,Export,USA,37.09024,-95.712891,Ghana,7.946527,-1.023194,"Waste, parings and scrap, of plastics",Weight in kilograms,95755,95755,85350
2017,Export,USA,37.09024,-95.712891,Poland,51.919438,19.145136,"Waste, parings and scrap, of plastics",Weight in kilograms,80648,80648,45037
2017,Export,USA,37.09024,-95.712891,Bolivia (Plurinational State of),-16.290154,-63.588653,"Waste, parings and scrap, of plastics",Weight in kilograms,79584,79584,14316
2017,Import,USA,37.09024,-95.712891,Estonia,58.595272,25.0136071,"Waste, parings and scrap, of plastics",Weight in kilograms,73052,73052,33590
2017,Export,USA,37.09024,-95.712891,France,46.227638,2.213749,"Waste, parings and scrap, of plastics",Weight in kilograms,67332,67332,307292
2017,Import,USA,37.09024,-95.712891,Switzerland,46.818188,8.227512,"Waste, parings and scrap, of plastics",Weight in kilograms,66316,66316,333803
2017,Export,USA,37.09024,-95.712891,Morocco,31.791702,-7.09262,"Waste, parings and scrap, of plastics",Weight in kilograms,64600,64600,56002
2017,Export,USA,37.09024,-95.712891,Ireland,53.1423672,-7.6920536,"Waste, parings and scrap, of plastics",Weight in kilograms,63265,63265,637809
2017,Re-Export,USA,37.09024,-95.712891,Rep. of Korea,36.12529,127.66382,"Waste, parings and scrap, of plastics",Weight in kilograms,62203,62203,92704
2017,Export,USA,37.09024,-95.712891,Sweden,60.128161,18.643501,"Waste, parings and scrap, of plastics",Weight in kilograms,61762,61762,243822
2017,Export,USA,37.09024,-95.712891,Nicaragua,12.865416,-85.207229,"Waste, parings and scrap, of plastics",Weight in kilograms,61557,61557,106156
2017,Export,USA,37.09024,-95.712891,Uruguay,-32.522779,-55.765835,"Waste, parings and scrap, of plastics",Weight in kilograms,60000,60000,57485
2017,Export,USA,37.09024,-95.712891,Yemen,15.552727,48.516388,"Waste, parings and scrap, of plastics",Weight in kilograms,56021,56021,32900
2017,Re-Export,USA,37.09024,-95.712891,China,35.86166,104.195397,"Waste, parings and scrap, of plastics",Weight in kilograms,55678,55678,30179
2017,Import,USA,37.09024,-95.712891,Finland,61.92411,25.7481511,"Waste, parings and scrap, of plastics",Weight in kilograms,46882,46882,272692
2017,Import,USA,37.09024,-95.712891,Ireland,53.1423672,-7.6920536,"Waste, parings and scrap, of plastics",Weight in kilograms,44946,44946,162906
2017,Import,USA,37.09024,-95.712891,Cayman Isds,19.3133,-81.2546,"Waste, parings and scrap, of plastics",Weight in kilograms,38228,38228,13840
2017,Import,USA,37.09024,-95.712891,Nauru,-0.522778,166.931503,"Waste, parings and scrap, of plastics",Weight in kilograms,38200,38200,102634
2017,Import,USA,37.09024,-95.712891,Israel,31.046051,34.851612,"Waste, parings and scrap, of plastics",Weight in kilograms,35581,35581,61779
2017,Export,USA,37.09024,-95.712891,Saudi Arabia,23.885942,45.079162,"Waste, parings and scrap, of plastics",Weight in kilograms,34869,34869,23271
2017,Export,USA,37.09024,-95.712891,Trinidad and Tobago,10.691803,-61.222503,"Waste, parings and scrap, of plastics",Weight in kilograms,34815,34815,30309
2017,Import,USA,37.09024,-95.712891,Barbados,13.193887,-59.543198,"Waste, parings and scrap, of plastics",Weight in kilograms,34618,34618,19242
2017,Import,USA,37.09024,-95.712891,New Zealand,-40.900557,174.885971,"Waste, parings and scrap, of plastics",Weight in kilograms,33177,33177,58871
2017,Import,USA,37.09024,-95.712891,Russian Federation,61.52401,105.318756,"Waste, parings and scrap, of plastics",Weight in kilograms,32838,32838,11948
2017,Import,USA,37.09024,-95.712891,Oman,21.4735329,55.975413,"Waste, parings and scrap, of plastics",Weight in kilograms,25354,25354,21779
2017,Export,USA,37.09024,-95.712891,Slovenia,46.151241,14.995463,"Waste, parings and scrap, of plastics",Weight in kilograms,25312,25312,12834
2017,Export,USA,37.09024,-95.712891,Romania,45.943161,24.96676,"Waste, parings and scrap, of plastics",Weight in kilograms,25041,25041,41730
2017,Export,USA,37.09024,-95.712891,Panama,8.537981,-80.782127,"Waste, parings and scrap, of plastics",Weight in kilograms,24743,24743,38600
2017,Import,USA,37.09024,-95.712891,Saudi Arabia,23.885942,45.079162,"Waste, parings and scrap, of plastics",Weight in kilograms,23750,23750,58038
2017,Export,USA,37.09024,-95.712891,Jamaica,18.109581,-77.297508,"Waste, parings and scrap, of plastics",Weight in kilograms,23395,23395,90999
2017,Export,USA,37.09024,-95.712891,Christmas Isds,33.2254878,-97.133161,"Waste, parings and scrap, of plastics",Weight in kilograms,22934,22934,11238
2017,Export,USA,37.09024,-95.712891,Mauritania,21.00789,-10.940835,"Waste, parings and scrap, of plastics",Weight in kilograms,21116,21116,5812
2017,Export,USA,37.09024,-95.712891,Br. Indian Ocean Terr.,38.966637,-76.486763,"Waste, parings and scrap, of plastics",Weight in kilograms,20110,20110,9452
2017,Re-Export,USA,37.09024,-95.712891,Uruguay,-32.522779,-55.765835,"Waste, parings and scrap, of plastics",Weight in kilograms,20000,20000,17000
2017,Export,USA,37.09024,-95.712891,Portugal,39.399872,-8.224454,"Waste, parings and scrap, of plastics",Weight in kilograms,19000,19000,6650
2017,Import,USA,37.09024,-95.712891,Uruguay,-32.522779,-55.765835,"Waste, parings and scrap, of plastics",Weight in kilograms,18452,18452,26332
2017,Re-Export,USA,37.09024,-95.712891,France,46.227638,2.213749,"Waste, parings and scrap, of plastics",Weight in kilograms,18144,18144,13608
2017,Re-Export,USA,37.09024,-95.712891,Panama,8.537981,-80.782127,"Waste, parings and scrap, of plastics",Weight in kilograms,17555,17555,13645
2017,Re-Export,USA,37.09024,-95.712891,India,20.593684,78.96288,"Waste, parings and scrap, of plastics",Weight in kilograms,17450,17450,7500
2017,Re-Export,USA,37.09024,-95.712891,United Arab Emirates,23.424076,53.847818,"Waste, parings and scrap, of plastics",Weight in kilograms,17240,17240,7222
2017,Import,USA,37.09024,-95.712891,Sri Lanka,7.873054,80.771797,"Waste, parings and scrap, of plastics",Weight in kilograms,16900,16900,7583
2017,Re-Export,USA,37.09024,-95.712891,Honduras,15.199999,-86.241905,"Waste, parings and scrap, of plastics",Weight in kilograms,16363,16363,3780
2017,Export,USA,37.09024,-95.712891,Latvia,56.879635,24.603189,"Waste, parings and scrap, of plastics",Weight in kilograms,15331,15331,7655
2017,Re-Export,USA,37.09024,-95.712891,Malaysia,4.210484,101.975766,"Waste, parings and scrap, of plastics",Weight in kilograms,14674,14674,13081
2017,Export,USA,37.09024,-95.712891,Finland,61.92411,25.7481511,"Waste, parings and scrap, of plastics",No Quantity,0,13120,5000
2017,Export,USA,37.09024,-95.712891,Samoa,-13.759029,-172.10463,"Waste, parings and scrap, of plastics",Weight in kilograms,11617,11617,61839
2017,Export,USA,37.09024,-95.712891,Bermuda,32.3078,-64.7505,"Waste, parings and scrap, of plastics",Weight in kilograms,11416,11416,80726
2017,Export,USA,37.09024,-95.712891,Saint Lucia,13.909444,-60.978893,"Waste, parings and scrap, of plastics",Weight in kilograms,10888,10888,12839
2017,Export,USA,37.09024,-95.712891,Bahamas,25.03428,-77.39628,"Waste, parings and scrap, of plastics",Weight in kilograms,9175,9175,27615
2017,Export,USA,37.09024,-95.712891,Haiti,18.971187,-72.285215,"Waste, parings and scrap, of plastics",Weight in kilograms,9072,9072,12815
2017,Export,USA,37.09024,-95.712891,New Zealand,-40.900557,174.885971,"Waste, parings and scrap, of plastics",Weight in kilograms,9033,9033,34818
2017,Export,USA,37.09024,-95.712891,Turks and Caicos Isds,21.79838,-72.15332,"Waste, parings and scrap, of plastics",Weight in kilograms,5136,5136,52262
2017,Export,USA,37.09024,-95.712891,Argentina,-38.416097,-63.616672,"Waste, parings and scrap, of plastics",Weight in kilograms,5000,5000,22134
2017,Export,USA,37.09024,-95.712891,Kuwait,29.31166,47.481766,"Waste, parings and scrap, of plastics",Weight in kilograms,3780,3780,12360
2017,Export,USA,37.09024,-95.712891,Bahrain,26.0667,50.5577,"Waste, parings and scrap, of plastics",Weight in kilograms,3661,3661,36850
2017,Import,USA,37.09024,-95.712891,Antigua and Barbuda,17.060816,-61.796428,"Waste, parings and scrap, of plastics",Weight in kilograms,3629,3629,265
2017,Export,USA,37.09024,-95.712891,Saint Maarten,18.04248,-63.05483,"Waste, parings and scrap, of plastics",Weight in kilograms,3103,3103,19963
2017,Re-Export,USA,37.09024,-95.712891,Japan,36.204824,138.252924,"Waste, parings and scrap, of plastics",Weight in kilograms,2325,2325,28886
2017,Re-Export,USA,37.09024,-95.712891,Chile,-35.675147,-71.542969,"Waste, parings and scrap, of plastics",Weight in kilograms,2191,2191,6025
2017,Export,USA,37.09024,-95.712891,Sri Lanka,7.873054,80.771797,"Waste, parings and scrap, of plastics",Weight in kilograms,970,970,3999
2017,Re-Export,USA,37.09024,-95.712891,Australia,-25.274398,133.775136,"Waste, parings and scrap, of plastics",Weight in kilograms,911,911,23097
2017,Re-Export,USA,37.09024,-95.712891,Trinidad and Tobago,10.691803,-61.222503,"Waste, parings and scrap, of plastics",Weight in kilograms,697,697,5771
2017,Export,USA,37.09024,-95.712891,South Africa,-30.559482,22.937506,"Waste, parings and scrap, of plastics",Weight in kilograms,619,619,34560
2017,Import,USA,37.09024,-95.712891,Luxembourg,49.815273,6.129583,"Waste, parings and scrap, of plastics",Weight in kilograms,567,567,314
2017,Re-Export,USA,37.09024,-95.712891,El Salvador,13.794185,-88.89653,"Waste, parings and scrap, of plastics",Weight in kilograms,522,522,17104
2017,Re-Export,USA,37.09024,-95.712891,Nicaragua,12.865416,-85.207229,"Waste, parings and scrap, of plastics",Weight in kilograms,464,464,4102
2017,Re-Export,USA,37.09024,-95.712891,Colombia,4.570868,-74.297333,"Waste, parings and scrap, of plastics",Weight in kilograms,424,424,4826
2017,Export,USA,37.09024,-95.712891,Br. Virgin Isds,18.420695,-64.639968,"Waste, parings and scrap, of plastics",Weight in kilograms,371,371,5347
2017,Export,USA,37.09024,-95.712891,Iraq,33.223191,43.679291,"Waste, parings and scrap, of plastics",Weight in kilograms,348,348,3680
2017,Export,USA,37.09024,-95.712891,Bulgaria,42.733883,25.48583,"Waste, parings and scrap, of plastics",Weight in kilograms,276,276,29816
2017,Re-Export,USA,37.09024,-95.712891,United Kingdom,55.378051,-3.435973,"Waste, parings and scrap, of plastics",Weight in kilograms,240,240,8736
2017,Re-Export,USA,37.09024,-95.712891,Switzerland,46.818188,8.227512,"Waste, parings and scrap, of plastics",Weight in kilograms,179,179,11300
2017,Re-Export,USA,37.09024,-95.712891,Saudi Arabia,23.885942,45.079162,"Waste, parings and scrap, of plastics",Weight in kilograms,161,161,3286
2017,Import,USA,37.09024,-95.712891,South Africa,-30.559482,22.937506,"Waste, parings and scrap, of plastics",Weight in kilograms,42,42,515
2017,Export,USA,37.09024,-95.712891,Montenegro,42.708678,19.37439,"Waste, parings and scrap, of plastics",Weight in kilograms,16,16,3451
2018,Export,USA,37.09024,-95.712891,Malaysia,4.210484,101.975766,"Waste, parings and scrap, of plastics",Weight in kilograms,207044511,207044511,57981689
2018,Import,USA,37.09024,-95.712891,Mexico,23.634501,-102.55278,"Waste, parings and scrap, of plastics",Weight in kilograms,174619326,174619326,102701948
2018,Export,USA,37.09024,-95.712891,Canada,56.130366,-106.34677,"Waste, parings and scrap, of plastics",Weight in kilograms,134314519,134314519,69155524
2018,Export,USA,37.09024,-95.712891,India,20.593684,78.96288,"Waste, parings and scrap, of plastics",Weight in kilograms,133308181,133308181,50073826
2018,Import,USA,37.09024,-95.712891,Canada,56.130366,-106.34677,"Waste, parings and scrap, of plastics",Weight in kilograms,113483045,113483045,49834211
2018,Export,USA,37.09024,-95.712891,Thailand,15.870032,100.992541,"Waste, parings and scrap, of plastics",Weight in kilograms,106929191,106929191,43354915
2018,Export,USA,37.09024,-95.712891,Viet Nam,14.058324,108.277199,"Waste, parings and scrap, of plastics",Weight in kilograms,74433848,74433848,27438320
2018,Export,USA,37.09024,-95.712891,Mexico,23.634501,-102.55278,"Waste, parings and scrap, of plastics",Weight in kilograms,46201221,46201221,24513283
2018,Export,USA,37.09024,-95.712891,Rep. of Korea,36.12529,127.66382,"Waste, parings and scrap, of plastics",Weight in kilograms,35510222,35510222,14106166
2018,Export,USA,37.09024,-95.712891,Indonesia,-0.789275,113.921327,"Waste, parings and scrap, of plastics",Weight in kilograms,27385165,27385165,9247584
2018,Export,USA,37.09024,-95.712891,Turkey,38.963745,35.243322,"Waste, parings and scrap, of plastics",Weight in kilograms,23686786,23686786,6080379
